iter	MultiClass
473	0.719177728
474	0.7191714208
475	0.7191647458
476	0.7191570196
477	0.719147664
478	0.7191278491
479	0.7191234342
480	0.7191082971
481	0.7190948944
482	0.7190852761
483	0.7190783908
484	0.7190702441
485	0.7190549493
486	0.7190488524
487	0.7190371843
488	0.7190275659
489	0.7190208909
490	0.7190162656
491	0.7190086971
492	0.718993087
493	0.7189796843
494	0.7189645472
495	0.7189572941
496	0.7189484115
497	0.7189437337
498	0.7189295427
499	0.7189218165
500	0.7189157196
501	0.7189085715
502	0.7188920679
503	0.7188840263
504	0.7188690469
505	0.718863791
506	0.7188577467
507	0.7188507037
508	0.7188412956
509	0.7188305735
510	0.7188218486
511	0.7188176964
512	0.7188092869
513	0.7187922052
514	0.7187776988
515	0.7187665036
516	0.718752628
517	0.7187466888
518	0.7187382267
519	0.7187335489
520	0.718727452
521	0.718721618
522	0.7187160467
523	0.7187039055
524	0.718698597
525	0.7186862981
526	0.7186814626
527	0.7186775732
528	0.7186686381
529	0.7186480874
530	0.7186404138
531	0.7186283777
532	0.7186225961
533	0.7186148699
534	0.7186003635
535	0.718596369
536	0.7185912708
537	0.7185837548
538	0.7185736634
539	0.7185540062
540	0.7185482772
541	0.7185403408
542	0.7185216296
543	0.7185147969
544	0.7185091205
545	0.7184994496
546	0.7184928797
547	0.7184823153
548	0.718476376
549	0.7184674935
550	0.7184558779
551	0.7184407408
552	0.7184286522
553	0.7184105717
554	0.7184063144
555	0.7183999022
556	0.7183893903
557	0.7183764607
558	0.7183689447
559	0.7183583803
560	0.7183557523
561	0.718347921
562	0.7183408781
563	0.7183353593
564	0.7183330467
565	0.7183186454
566	0.7183147561
567	0.7183064517
568	0.7182943105
569	0.7182919453
570	0.7182740751
571	0.7182675578
572	0.7182633005
573	0.7182451149
574	0.7182298727
575	0.7182207799
576	0.7182050647
577	0.7181966026
578	0.7181924505
579	0.7181793632
580	0.7181724779
581	0.718164121
582	0.7181484057
583	0.718140259
584	0.7181337942
585	0.7181247015
586	0.7181186046
587	0.7181113514
588	0.7181064634
589	0.7180983167
590	0.7180933761
591	0.7180813926
592	0.7180767673
593	0.7180698821
594	0.7180611572
595	0.718049016
596	0.7180345096
597	0.7180302523
598	0.7180212121
599	0.7180148524
600	0.7180074941
601	0.7179984014
602	0.7179903072
603	0.7179777455
604	0.7179739087
605	0.7179717012
606	0.7179672337
607	0.7179491007
608	0.7179433192
609	0.7179329124
610	0.7179226108
611	0.7179057918
612	0.7179016396
613	0.7178897086
614	0.7178754125
615	0.7178721012
616	0.7178649006
617	0.7178571218
618	0.7178508673
619	0.7178331548
620	0.7178200675
621	0.7178138129
622	0.7178091877
623	0.7178013564
624	0.7177966786
625	0.7177841169
626	0.7177758125
627	0.7177600973
628	0.717740808
629	0.7177339753
630	0.7177276156
631	0.717724462
632	0.7177107441
633	0.7177046997
634	0.7176920329
635	0.7176860412
636	0.7176816787
637	0.717678788
638	0.7176705362
639	0.7176637034
640	0.717654926
641	0.7176453077
642	0.7176391582
643	0.7176245993
644	0.7176173461
645	0.7176073073
646	0.7175997913
647	0.7175938521
648	0.7175834453
649	0.7175749833
650	0.717568571
651	0.717563683
652	0.7175573759
653	0.7175469691
654	0.7175343549
655	0.7175265235
656	0.7175167475
657	0.7175012951
658	0.7174858952
659	0.7174739642
660	0.7174683929
661	0.7174522572
662	0.7174476845
663	0.7174430067
664	0.717438802
665	0.7174341768
666	0.7174223509
667	0.7174052166
668	0.7173911307
669	0.7173821956
670	0.7173797779
671	0.7173682674
672	0.7173550224
673	0.7173474013
674	0.7173406211
675	0.7173339461
676	0.7173252738
677	0.7173191244
678	0.7173100842
679	0.7173076139
680	0.7172985211
681	0.7172854864
682	0.7172831212
683	0.7172744489
684	0.717268352
685	0.7172640422
686	0.7172586286
687	0.7172542136
688	0.7172486948
689	0.7172318759
690	0.7172232561
691	0.7172197346
692	0.7172152145
693	0.7172106944
694	0.7172067525
695	0.7171953471
696	0.7171862018
697	0.7171796844
698	0.7171711698
699	0.7171618142
700	0.7171498833
701	0.7171468348
702	0.7171326438
703	0.7171271251
704	0.7171172965
705	0.7171063116
706	0.7171003198
707	0.7170910168
708	0.7170779821
709	0.7170730415
710	0.7170668921
711	0.7170593235
712	0.7170535946
713	0.7170487065
714	0.7170335169
715	0.7170194835
716	0.7170142276
717	0.7170009301
718	0.7169978291
719	0.7169945178
720	0.7169847418
721	0.7169757542
722	0.7169676075
723	0.7169550983
724	0.7169465837
725	0.7169431674
726	0.7169371756
727	0.7169308159
728	0.7169272944
729	0.7169193054
730	0.7169113164
731	0.7169016455
732	0.716896337
733	0.7168820408
734	0.7168701624
735	0.7168666935
736	0.7168536588
737	0.7168392575
738	0.7168301122
739	0.716821545
740	0.7168180761
741	0.7168074066
742	0.7167995752
743	0.7167894313
744	0.7167841228
745	0.7167800757
746	0.7167734007
747	0.7167642554
748	0.7167580534
749	0.7167552677
750	0.7167445982
751	0.7167403934
752	0.716730302
753	0.7167149547
754	0.7167031288
755	0.7166904095
756	0.7166849959
757	0.7166763236
758	0.7166659694
759	0.7166524091
760	0.7166350119
761	0.7166300713
762	0.7166208735
763	0.7166145663
764	0.7166091002
765	0.7166048429
766	0.71660232
767	0.7165902839
768	0.7165851331
769	0.7165816642
770	0.7165789311
771	0.7165733598
772	0.7165595367
773	0.7165473955
774	0.7165365683
775	0.7165275806
776	0.7165200121
777	0.7165149664
778	0.7165026675
779	0.7164949938
780	0.7164913672
781	0.7164871625
782	0.7164816438
783	0.7164770711
784	0.7164702384
785	0.7164662439
786	0.7164517375
787	0.7164411205
788	0.7164374413
789	0.7164271923
790	0.7164121603
791	0.716406116
792	0.7163989153
793	0.7163918724
794	0.716384882
795	0.7163756841
796	0.716372478
797	0.7163618084
798	0.7163565525
799	0.7163423615
800	0.716337526
801	0.7163305882
802	0.7163258579
803	0.7163168702
804	0.7163134013
805	0.7163030471
806	0.7162965297
807	0.7162853872
808	0.7162702501
809	0.7162642057
810	0.7162586344
811	0.7162538515
812	0.7162483854
813	0.7162315138
814	0.7162266258
815	0.7162159563
816	0.716210858
817	0.7162036574
818	0.7161983489
819	0.7161879421
820	0.7161788494
821	0.7161689682
822	0.7161597703
823	0.7161533055
824	0.7161522018
825	0.7161441076
826	0.7161398503
827	0.7161352777
828	0.7161260272
829	0.7161202983
830	0.7161164089
831	0.716109471
832	0.7160983284
833	0.7160925469
834	0.7160801955
835	0.716072732
836	0.7160666877
837	0.7160612741
838	0.7160545991
839	0.7160463998
840	0.7160374647
841	0.7160339432
842	0.7160267952
843	0.7160183331
844	0.7160090301
845	0.7160041947
846	0.7159961005
847	0.7159890576
848	0.7159830658
849	0.7159753921
850	0.715964197
851	0.7159576271
852	0.7159449603
853	0.7159383378
854	0.715927458
855	0.715921256
856	0.7159105339
857	0.7158993913
858	0.7158898255
859	0.7158844645
860	0.7158701683
861	0.7158647547
862	0.7158634407
863	0.7158585527
864	0.7158529814
865	0.7158489869
866	0.7158434682
867	0.7158405249
868	0.7158293297
869	0.7158196588
870	0.7158094623
871	0.7158027872
872	0.7157961122
873	0.715788386
874	0.7157804495
875	0.7157745629
876	0.7157737745
877	0.7157672571
878	0.7157618435
879	0.7157551159
880	0.7157484934
881	0.715741503
882	0.7157280479
883	0.7157176411
884	0.7157075497
885	0.7156996132
886	0.7156918345
887	0.7156845287
888	0.715680797
889	0.7156765923
890	0.7156668162
891	0.7156581439
892	0.7156514163
893	0.7156472116
894	0.7156406417
895	0.7156319168
896	0.7156279749
897	0.7156217203
898	0.7156095265
899	0.7156039552
900	0.7155969123
901	0.7155911833
902	0.7155826687
903	0.7155779909
904	0.7155738913
905	0.7155710531
906	0.7155571249
907	0.715553288
908	0.715540884
909	0.7155267981
910	0.715525379
911	0.7155234869
912	0.7155118713
913	0.7155057744
914	0.7154941588
915	0.7154877465
916	0.715483752
917	0.7154738183
918	0.7154688777
919	0.7154598901
920	0.7154556328
921	0.7154484847
922	0.7154458042
923	0.715439497
924	0.7154314029
925	0.715427461
926	0.7154224153
927	0.7154126392
928	0.7154023901
929	0.7153939807
930	0.7153886196
931	0.7153837841
932	0.7153733248
933	0.7153696457
934	0.7153625502
935	0.7153556649
936	0.7153443121
937	0.715338951
938	0.7153309094
939	0.7153201348
940	0.7153145109
941	0.7153108843
942	0.7153050502
943	0.7152940128
944	0.7152863917
945	0.7152722006
946	0.715263213
947	0.7152584827
948	0.715247235
949	0.7152411381
950	0.7152350412
951	0.7152265266
952	0.7152171185
953	0.7152083936
954	0.7152039786
955	0.715199406
956	0.7151929412
957	0.7151872647
958	0.7151790129
959	0.7151713918
960	0.715163613
961	0.7151542575
962	0.7151496323
963	0.715145848
964	0.7151367027
965	0.7151268741
966	0.7151203041
967	0.7151153636
968	0.7151093192
969	0.7150986497
970	0.715087875
971	0.7150757864
972	0.7150720021
973	0.7150690062
974	0.7150592302
975	0.7150404665
976	0.7150359989
977	0.7150277997
978	0.7150162366
979	0.7150081425
980	0.7150008367
981	0.7149921119
982	0.7149887481
983	0.7149765018
984	0.7149663578
985	0.7149592623
986	0.7149557934
987	0.7149522193
988	0.7149475941
989	0.7149336659
990	0.7149292509
991	0.7149173199
992	0.7149018149
993	0.7148969269
994	0.7148910928
995	0.714885469
996	0.714871751
997	0.7148625531
998	0.7148545641
999	0.7148448932
1000	0.7148356427
1001	0.7148328571
1002	0.7148295984
1003	0.7148251309
1004	0.7148169842
1005	0.7148052634
1006	0.7147987986
1007	0.7147919133
1008	0.7147854485
1009	0.7147801926
1010	0.7147759879
1011	0.7147712575
1012	0.7147612712
1013	0.7147534399
1014	0.7147459239
1015	0.7147415615
1016	0.7147348339
1017	0.7147245848
1018	0.7147219043
1019	0.7147149665
1020	0.7147100784
1021	0.7147082914
1022	0.7147067672
1023	0.7147004601
1024	0.714696413
1025	0.7146855332
1026	0.7146774916
1027	0.7146692398
1028	0.7146634057
1029	0.7146582549
1030	0.7146578345
1031	0.7146520529
1032	0.7146488994
1033	0.7146442216
1034	0.7146325008
1035	0.7146269821
1036	0.7146189405
1037	0.7146117925
1038	0.71460743
1039	0.7145939748
1040	0.714588351
1041	0.7145773135
1042	0.7145705859
1043	0.714557814
1044	0.7145466714
1045	0.7145388927
1046	0.7145306408
1047	0.7145270142
1048	0.7145166601
1049	0.7145134539
1050	0.7145063584
1051	0.7144964773
1052	0.7144870166
1053	0.7144812351
1054	0.7144731935
1055	0.7144690413
1056	0.7144663082
1057	0.7144593704
1058	0.7144551656
1059	0.7144487534
1060	0.7144459152
1061	0.7144401336
1062	0.7144363494
1063	0.7144308832
1064	0.7144195829
1065	0.714416114
1066	0.7144080199
1067	0.714397508
1068	0.7143812672
1069	0.714370913
1070	0.7143579834
1071	0.7143539363
1072	0.714350993
1073	0.7143426361
1074	0.7143325447
1075	0.714323084
1076	0.7143154629
1077	0.7143078943
1078	0.7143001681
1079	0.7142962262
1080	0.7142838221
1081	0.7142777253
1082	0.7142710502
1083	0.7142613793
1084	0.7142519712
1085	0.7142492381
1086	0.7142411965
1087	0.7142329447
1088	0.7142270055
1089	0.7142213816
1090	0.7142157578
1091	0.7142109223
1092	0.7142062971
1093	0.7142018296
1094	0.7141956801
1095	0.7141905819
1096	0.7141855887
1097	0.7141752345
1098	0.7141696107
1099	0.7141584156
1100	0.7141557876
1101	0.7141507944
1102	0.7141456436
1103	0.7141394942
1104	0.7141298758
1105	0.7141254083
1106	0.7141208882
1107	0.714111848
1108	0.7141086418
1109	0.714099444
1110	0.7140931368
1111	0.714087986
1112	0.7140816263
1113	0.7140708517
1114	0.7140645971
1115	0.7140585002
1116	0.714053402
1117	0.7140491972
1118	0.714045413
1119	0.7140377919
1120	0.7140338499
1121	0.7140302759
1122	0.714022392
1123	0.7140163476
1124	0.7140086214
1125	0.714000317
1126	0.7139908038
1127	0.7139828673
1128	0.7139746155
1129	0.7139685712
1130	0.7139640511
1131	0.7139603194
1132	0.7139543276
1133	0.7139470744
1134	0.7139439209
1135	0.71393877
1136	0.7139284159
1137	0.7139228971
1138	0.7139180617
1139	0.7139143825
1140	0.7139049744
1141	0.7138944625
1142	0.713888681
1143	0.7138869991
1144	0.7138824264
1145	0.7138700224
1146	0.713867447
1147	0.7138631897
1148	0.713855516
1149	0.7138447414
1150	0.7138329681
1151	0.7138275019
1152	0.7138185668
1153	0.713813416
1154	0.713808528
1155	0.7138058475
1156	0.7137968598
1157	0.7137902373
1158	0.7137865056
1159	0.7137838777
1160	0.7137773603
1161	0.7137718941
1162	0.7137678471
1163	0.7137634321
1164	0.7137562314
1165	0.7137534984
1166	0.713744353
1167	0.7137316862
1168	0.7137236972
1169	0.713720018
1170	0.7137127123
1171	0.713708455
1172	0.7137037246
1173	0.7136951575
1174	0.7136889555
1175	0.7136823856
1176	0.7136745542
1177	0.7136657242
1178	0.7136608888
1179	0.7136545817
1180	0.7136485899
1181	0.7136456466
1182	0.7136374999
1183	0.7136340835
1184	0.713623414
1185	0.7136133751
1186	0.7136062796
1187	0.7136035465
1188	0.713595978
1189	0.7135935603
1190	0.7135875685
1191	0.7135845726
1192	0.71358226
1193	0.7135745338
1194	0.713569856
1195	0.7135647577
1196	0.713559712
1197	0.7135542459
1198	0.7135516179
1199	0.7135467824
1200	0.7135400548
1201	0.7135343259
1202	0.7135294904
1203	0.7135180325
1204	0.7135121984
1205	0.7135063643
1206	0.7134986381
1207	0.7134902286
1208	0.7134815563
1209	0.7134739877
1210	0.7134664718
1211	0.713459166
1212	0.7134532268
1213	0.7134486016
1214	0.7134428201
1215	0.7134366181
1216	0.713429943
1217	0.7134243192
1218	0.7134143855
1219	0.7134103384
1220	0.7133986702
1221	0.7133897351
1222	0.7133852676
1223	0.7133794335
1224	0.7133751762
1225	0.713366136
1226	0.7133604596
1227	0.7133543101
1228	0.7133474774
1229	0.7133444815
1230	0.7133356516
1231	0.7133263485
1232	0.7133224066
1233	0.7133111063
1234	0.7133071118
1235	0.7133009624
1236	0.7132980191
1237	0.7132940771
1238	0.7132910287
1239	0.7132854048
1240	0.7132803066
1241	0.7132746302
1242	0.7132666937
1243	0.7132609122
1244	0.7132558665
1245	0.7132485082
1246	0.7132441457
1247	0.7132363669
1248	0.7132303226
1249	0.7132252769
1250	0.7132211247
1251	0.7132163418
1252	0.713213346
1253	0.7132043057
1254	0.71319926
1255	0.7131946348
1256	0.7131923748
1257	0.7131822834
1258	0.7131755032
1259	0.7131709831
1260	0.7131623108
1261	0.7131570023
1262	0.7131535334
1263	0.7131403936
1264	0.7131359786
1265	0.7131324571
1266	0.7131281473
1267	0.713121262
1268	0.7131115385
1269	0.7130982935
1270	0.7130895687
1271	0.7130817899
1272	0.7130736958
1273	0.7130709101
1274	0.713063289
1275	0.7130562461
1276	0.7130497287
1277	0.7130407936
1278	0.7130368517
1279	0.7130321213
1280	0.7130189815
1281	0.7130121488
1282	0.7130081543
1283	0.7130026355
1284	0.7129929646
1285	0.7129900739
1286	0.7129864998
1287	0.7129796671
1288	0.7129716255
1289	0.7129654761
1290	0.7129562782
1291	0.7129542284
1292	0.7129480789
1293	0.7129393541
1294	0.7129303139
1295	0.7129231658
1296	0.7129179099
1297	0.7129085017
1298	0.7129045598
1299	0.7129020369
1300	0.7128942056
1301	0.7128902637
1302	0.712886164
1303	0.7128767559
1304	0.7128730242
1305	0.7128690822
1306	0.7128640891
1307	0.7128620918
1308	0.7128579397
1309	0.7128497404
1310	0.7128472701
1311	0.7128400695
1312	0.7128290846
1313	0.7128208328
1314	0.7128153666
1315	0.7128123181
1316	0.7128063789
1317	0.7127997565
1318	0.7127915046
1319	0.712788246
1320	0.712784304
1321	0.7127808351
1322	0.7127701655
1323	0.7127637007
1324	0.7127556066
1325	0.712748406
1326	0.7127419937
1327	0.7127396811
1328	0.7127363699
1329	0.7127324805
1330	0.7127214956
1331	0.7127135591
1332	0.7127094069
1333	0.7127056752
1334	0.712697476
1335	0.7126947954
1336	0.7126862283
1337	0.712683285
1338	0.7126786072
1339	0.7126730884
1340	0.7126639431
1341	0.7126551131
1342	0.7126514865
1343	0.7126478074
1344	0.7126411849
1345	0.7126351406
1346	0.7126316717
1347	0.7126258901
1348	0.7126243134
1349	0.712618269
1350	0.7126156411
1351	0.7126046036
1352	0.7125946699
1353	0.7125885205
1354	0.7125806891
1355	0.7125741192
1356	0.7125705452
1357	0.712567339
1358	0.7125587193
1359	0.7125516238
1360	0.7125437924
1361	0.7125352253
1362	0.7125276567
1363	0.7125230315
1364	0.7125191421
1365	0.7125122568
1366	0.7125040576
1367	0.7124965416
1368	0.7124918638
1369	0.7124847683
1370	0.7124820878
1371	0.7124781984
1372	0.7124754127
1373	0.7124646906
1374	0.7124573849
1375	0.7124552299
1376	0.7124517085
1377	0.7124469781
1378	0.7124421952
1379	0.7124283721
1380	0.7124234315
1381	0.7124183333
1382	0.7124142862
1383	0.7124069805
1384	0.7124036167
1385	0.7123940509
1386	0.7123887949
1387	0.712378651
1388	0.7123731323
1389	0.712368507
1390	0.7123663521
1391	0.7123612538
1392	0.7123518983
1393	0.7123486396
1394	0.7123397571
1395	0.7123327667
1396	0.7123236213
1397	0.7123172617
1398	0.7123096406
1399	0.7123040167
1400	0.7122935048
1401	0.712288354
1402	0.71228704
1403	0.7122831507
1404	0.7122726388
1405	0.7122668573
1406	0.7122623372
1407	0.7122516676
1408	0.7122433632
1409	0.7122362152
1410	0.7122282787
1411	0.7122257033
1412	0.7122211306
1413	0.7122189231
1414	0.7122164003
1415	0.7122129839
1416	0.7122083061
1417	0.7122006325
1418	0.7121955342
1419	0.7121924858
1420	0.7121833405
1421	0.7121755091
1422	0.7121699378
1423	0.7121621065
1424	0.7121527509
1425	0.7121500704
1426	0.7121429749
1427	0.712141293
1428	0.7121379292
1429	0.712130676
1430	0.7121253675
1431	0.7121202167
1432	0.7121126481
1433	0.7121029772
1434	0.7120940421
1435	0.7120856326
1436	0.7120782743
1437	0.7120699174
1438	0.7120650819
1439	0.7120591953
1440	0.7120526779
1441	0.7120478425
1442	0.7120415353
1443	0.7120336514
1444	0.7120279225
1445	0.7120170427
1446	0.7120121547
1447	0.7120058475
1448	0.7120022209
1449	0.7119993827
1450	0.7119939691
1451	0.711991236
1452	0.7119820907
1453	0.7119780962
1454	0.7119715788
1455	0.7119663229
1456	0.7119638526
1457	0.7119594376
1458	0.7119562315
1459	0.711951764
1460	0.7119483476
1461	0.7119459824
1462	0.711938046
1463	0.7119347873
1464	0.7119314235
1465	0.7119201232
1466	0.7119159185
1467	0.7119138687
1468	0.7119057745
1469	0.7118995725
1470	0.7118890081
1471	0.7118773925
1472	0.711866355
1473	0.7118584711
1474	0.7118533203
1475	0.7118478016
1476	0.711834872
1477	0.711831298
1478	0.7118301416
1479	0.7118260946
1480	0.7118239396
1481	0.7118177376
1482	0.7118133227
1483	0.7118094858
1484	0.7118016545
1485	0.711798606
1486	0.7117905119
1487	0.7117860969
1488	0.7117798949
1489	0.7117731148
1490	0.7117671756
1491	0.71175782
1492	0.7117496733
1493	0.7117413164
1494	0.7117376372
1495	0.7117319608
1496	0.7117265472
1497	0.7117229206
1498	0.7117172967
1499	0.7117114101
1500	0.7117089924
1501	0.7117048927
1502	0.7117015815
1503	0.7116975344
1504	0.7116943283
1505	0.7116900184
1506	0.7116879161
1507	0.7116774042
1508	0.7116685217
1509	0.7116625825
1510	0.7116523334
1511	0.7116489696
1512	0.7116444495
1513	0.7116411382
